@workoutNumber,@workoutActivityType,@duration,@durationUnit,@totalDistance,@totalDistanceUnit,@totalEnergyBurned,@totalEnergyBurnedUnit,@sourceName,@sourceVersion,@creationDate,@startDate,@endDate
812,Walking,16.168124016126,min,0.3051998796447588,km,33.33000000000002,kcal,DivyeshBC’s Apple Watch,5.3.1,2019-09-25 12:35:03+01:00,2019-09-25 12:18:43+01:00,2019-09-25 12:34:53+01:00
813,Walking,16.16666666666667,min,0.0,km,33.0,kcal,MapMyFitness,19170000,2019-09-25 12:41:34+01:00,2019-09-25 12:41:14+01:00,2019-09-25 12:57:24+01:00
814,Walking,13.03001698454221,min,0.6798557587749965,km,44.86489158710613,kcal,DivyeshBC’s Apple Watch,5.3.1,2019-09-25 16:13:07+01:00,2019-09-25 15:59:59+01:00,2019-09-25 16:13:01+01:00
815,Walking,13.01666666666667,min,0.0,km,44.0,kcal,MapMyFitness,19170000,2019-09-25 16:14:04+01:00,2019-09-25 16:13:45+01:00,2019-09-25 16:26:46+01:00
816,Strength,50.04093068242073,min,0.0,km,349.61995155962023,kcal,DivyeshBC’s Apple Watch,5.3.1,2019-09-27 17:33:58+01:00,2019-09-27 16:43:47+01:00,2019-09-27 17:33:50+01:00
817,Strength,50.03333333333333,min,0.0,km,349.0,kcal,MapMyFitness,19170000,2019-09-27 17:37:08+01:00,2019-09-27 17:36:40+01:00,2019-09-27 18:26:42+01:00
818,Dance,35.01121551593145,min,0.0,km,406.23378372855063,kcal,DivyeshBC’s Apple Watch,5.3.1,2019-09-29 21:39:01+01:00,2019-09-29 21:03:39+01:00,2019-09-29 21:38:39+01:00
819,Other,35.0,min,0.0,km,406.0,kcal,MapMyFitness,19190000,2019-09-29 21:40:32+01:00,2019-09-29 21:40:06+01:00,2019-09-29 22:15:06+01:00
820,Other,66.51400698224704,min,0.0,km,692.1908544165103,kcal,DivyeshBC’s Apple Watch,5.3.1,2019-09-30 00:48:22+01:00,2019-09-29 23:34:33+01:00,2019-09-30 00:48:08+01:00
821,Other,66.5,min,0.0,km,692.0,kcal,MapMyFitness,19190000,2019-09-30 00:48:05+01:00,2019-09-30 00:47:22+01:00,2019-09-30 01:53:52+01:00
822,Walking,13.96639791727066,min,0.8408233270015335,km,52.21187862993958,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-09-30 16:15:20+01:00,2019-09-30 15:40:14+01:00,2019-09-30 16:15:11+01:00
823,Walking,13.95,min,0.0,km,54.0,kcal,MapMyFitness,19190000,2019-09-30 16:14:58+01:00,2019-09-30 16:14:31+01:00,2019-09-30 16:28:28+01:00
824,Dance,38.24611679911614,min,3.2303875138888536,km,374.89092221148564,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-09-30 21:40:09+01:00,2019-09-30 20:58:11+01:00,2019-09-30 21:39:57+01:00
825,Other,38.23333333333333,min,0.0,km,374.0,kcal,MapMyFitness,19190000,2019-09-30 21:37:45+01:00,2019-09-30 21:37:00+01:00,2019-09-30 22:15:14+01:00
826,Dance,44.21657418211301,min,2.7885096760502783,km,324.9605352574847,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-01 00:32:56+01:00,2019-09-30 23:27:45+01:00,2019-10-01 00:32:48+01:00
827,Other,44.2,min,0.0,km,324.0,kcal,MapMyFitness,19190000,2019-10-01 00:33:52+01:00,2019-10-01 00:33:30+01:00,2019-10-01 01:17:42+01:00
828,Dance,24.32353809873263,min,2.058733656811776,km,242.8509680075165,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-01 21:29:06+01:00,2019-10-01 21:04:40+01:00,2019-10-01 21:28:59+01:00
829,Other,24.31666666666667,min,0.0,km,242.0,kcal,MapMyFitness,19190000,2019-10-01 21:34:20+01:00,2019-10-01 21:33:59+01:00,2019-10-01 21:58:18+01:00
830,Dance,37.11076460083326,min,2.203240945514728,km,222.7964219168121,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-02 00:27:02+01:00,2019-10-01 23:44:09+01:00,2019-10-02 00:26:53+01:00
831,Other,37.1,min,0.0,km,222.0,kcal,MapMyFitness,19190000,2019-10-02 00:26:44+01:00,2019-10-02 00:26:19+01:00,2019-10-02 01:03:25+01:00
832,Walking,39.61979741652807,min,2.4873526780710957,km,153.44215013597568,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-02 14:02:30+01:00,2019-10-02 13:22:40+01:00,2019-10-02 14:02:21+01:00
833,Walking,39.61666666666667,min,0.0,km,153.0,kcal,MapMyFitness,19190000,2019-10-02 14:30:52+01:00,2019-10-02 14:30:26+01:00,2019-10-02 15:10:03+01:00
834,Walking,14.49620996713638,min,0.5527071282602556,km,43.14267326532195,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-02 16:13:24+01:00,2019-10-02 15:58:49+01:00,2019-10-02 16:13:19+01:00
835,Walking,14.48333333333333,min,0.0,km,43.0,kcal,MapMyFitness,19190000,2019-10-02 16:13:58+01:00,2019-10-02 16:13:36+01:00,2019-10-02 16:28:05+01:00
836,Dance,39.4362571656704,min,2.7504869617676015,km,256.03241348919863,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-03 21:37:53+01:00,2019-10-03 20:54:29+01:00,2019-10-03 21:37:44+01:00
837,Other,39.43333333333333,min,0.0,km,256.0,kcal,MapMyFitness,19190000,2019-10-03 21:35:17+01:00,2019-10-03 21:34:52+01:00,2019-10-03 22:14:18+01:00
838,Dance,55.52503418326378,min,3.23922863478263,km,349.94136002582354,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-04 01:04:19+01:00,2019-10-03 23:45:30+01:00,2019-10-04 01:04:06+01:00
839,Other,55.51666666666667,min,0.0,km,349.0,kcal,MapMyFitness,19190000,2019-10-04 01:04:00+01:00,2019-10-04 01:03:28+01:00,2019-10-04 01:58:59+01:00
840,Dance,50.35913029909134,min,2.36054572386216,km,294.59575027321654,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-05 01:36:49+01:00,2019-10-04 23:21:25+01:00,2019-10-05 01:36:34+01:00
841,Cross Training,50.0,min,0.0,km,294.0,kcal,MapMyFitness,19190000,2019-10-05 01:06:05+01:00,2019-10-05 01:00:42+01:00,2019-10-05 01:50:42+01:00
842,Dance,38.34013704856237,min,2.4925650850257663,km,241.47093914064567,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-05 21:53:53+01:00,2019-10-05 21:15:25+01:00,2019-10-05 21:53:46+01:00
843,Other,38.33333333333334,min,0.0,km,241.0,kcal,MapMyFitness,19190000,2019-10-05 21:54:49+01:00,2019-10-05 21:54:23+01:00,2019-10-05 22:32:43+01:00
844,Dance,27.828428651889173,min,2.049063411559968,km,194.8825875737831,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-06 21:41:22+01:00,2019-10-06 21:11:30+01:00,2019-10-06 21:40:54+01:00
845,Walking,1.833065815766652,min,0.1880234805838208,km,15.247175331414411,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-06 21:42:49+01:00,2019-10-06 21:40:54+01:00,2019-10-06 21:42:44+01:00
846,Dance,2.4653603831926985,min,0.1157101340908266,km,17.935670125011576,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-06 21:45:32+01:00,2019-10-06 21:43:00+01:00,2019-10-06 21:45:28+01:00
847,Other,29.0,min,0.0,km,210.0,kcal,MapMyFitness,19190000,2019-10-06 21:55:33+01:00,2019-10-06 21:55:00+01:00,2019-10-06 22:24:00+01:00
848,Walking,20.83967058261236,min,1.4653119876847198,km,88.13144241526598,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-07 14:31:06+01:00,2019-10-07 13:34:44+01:00,2019-10-07 14:30:59+01:00
849,Walking,20.83333333333333,min,0.0,km,88.0,kcal,MapMyFitness,19190000,2019-10-07 14:30:57+01:00,2019-10-07 14:30:31+01:00,2019-10-07 14:51:21+01:00
850,Walking,13.76900128324827,min,0.7363810386627903,km,48.93854465613948,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-07 16:08:10+01:00,2019-10-07 15:54:18+01:00,2019-10-07 16:08:04+01:00
851,Walking,13.76666666666667,min,0.0,km,48.0,kcal,MapMyFitness,19190000,2019-10-07 16:08:55+01:00,2019-10-07 16:08:22+01:00,2019-10-07 16:22:08+01:00
852,Dance,31.02419158418973,min,1.9521908529727952,km,203.25779064095798,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-07 21:23:46+01:00,2019-10-07 20:52:39+01:00,2019-10-07 21:23:40+01:00
853,Other,31.01666666666667,min,0.0,km,203.0,kcal,MapMyFitness,19190000,2019-10-07 21:26:06+01:00,2019-10-07 21:24:38+01:00,2019-10-07 21:55:39+01:00
854,Dance,7.964001017808914,min,0.3057063257990812,km,48.740301301931545,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-08 00:37:57+01:00,2019-10-08 00:29:57+01:00,2019-10-08 00:37:55+01:00
855,Walking,50.31124893426895,min,3.1041344904727297,km,200.9662096964185,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-08 14:10:14+01:00,2019-10-08 13:19:44+01:00,2019-10-08 14:10:03+01:00
856,Walking,50.3,min,0.0,km,200.0,kcal,MapMyFitness,19190000,2019-10-08 14:13:16+01:00,2019-10-08 14:12:49+01:00,2019-10-08 15:03:07+01:00
857,Walking,9.783943883577985,min,0.6774935767714633,km,40.837609088247675,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-08 16:02:17+01:00,2019-10-08 15:52:23+01:00,2019-10-08 16:02:10+01:00
858,Walking,9.783333333333333,min,0.0,km,40.0,kcal,MapMyFitness,19190000,2019-10-08 16:02:52+01:00,2019-10-08 16:02:28+01:00,2019-10-08 16:12:15+01:00
859,Walking,19.767622383435572,min,1.3853690813960282,km,83.80552129372103,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-09 14:28:02+01:00,2019-10-09 13:55:15+01:00,2019-10-09 14:27:48+01:00
860,Walking,19.766666666666673,min,0.0,km,83.0,kcal,MapMyFitness,19190000,2019-10-09 14:27:11+01:00,2019-10-09 14:26:45+01:00,2019-10-09 14:46:31+01:00
861,Strength,54.341106033325204,min,0.0,km,370.68789764338936,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-09 18:38:50+01:00,2019-10-09 17:44:19+01:00,2019-10-09 18:38:40+01:00
862,Strength,54.33333333333334,min,0.0,km,370.0,kcal,MapMyFitness,19190000,2019-10-09 18:53:49+01:00,2019-10-09 18:53:21+01:00,2019-10-09 19:47:41+01:00
863,Walking,12.50181023279826,min,1.009185837731493,km,68.93009116656421,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-10 07:25:37+01:00,2019-10-10 07:13:01+01:00,2019-10-10 07:25:31+01:00
864,Walking,12.5,min,0.0,km,68.0,kcal,MapMyFitness,19190000,2019-10-10 07:26:39+01:00,2019-10-10 07:26:12+01:00,2019-10-10 07:38:42+01:00
865,Walking,14.395105783144631,min,0.6730450055917608,km,44.30612107992547,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-10 11:37:41+01:00,2019-10-10 11:23:08+01:00,2019-10-10 11:37:32+01:00
866,Walking,14.38333333333333,min,0.0,km,44.0,kcal,MapMyFitness,19190000,2019-10-10 11:38:00+01:00,2019-10-10 11:37:47+01:00,2019-10-10 11:52:10+01:00
867,Walking,10.440273567040759,min,0.6798794825291261,km,44.732248800828174,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-10 14:32:49+01:00,2019-10-10 14:22:18+01:00,2019-10-10 14:32:44+01:00
868,Walking,10.43333333333333,min,0.0,km,44.0,kcal,MapMyFitness,19190000,2019-10-10 14:53:46+01:00,2019-10-10 14:53:31+01:00,2019-10-10 15:03:57+01:00
869,Walking,10.41988515059153,min,0.951803814489802,km,61.503963798191634,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-10 15:09:31+01:00,2019-10-10 14:59:00+01:00,2019-10-10 15:09:25+01:00
870,Walking,10.41666666666667,min,0.0,km,61.0,kcal,MapMyFitness,19190000,2019-10-10 15:28:18+01:00,2019-10-10 15:27:09+01:00,2019-10-10 15:37:34+01:00
871,Strength,44.653930650154756,min,0.0,km,225.90791491919683,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-10 16:21:27+01:00,2019-10-10 15:36:39+01:00,2019-10-10 16:21:19+01:00
872,Strength,44.65,min,0.0,km,315.0,kcal,MapMyFitness,19190000,2019-10-10 16:23:23+01:00,2019-10-10 16:22:35+01:00,2019-10-10 17:07:14+01:00
873,Walking,47.88642253478368,min,2.81292546510353,km,182.77300000000162,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-11 13:43:50+01:00,2019-10-11 12:55:45+01:00,2019-10-11 13:43:39+01:00
874,Walking,47.88333333333333,min,0.0,km,184.0,kcal,MapMyFitness,19190000,2019-10-11 13:45:02+01:00,2019-10-11 13:44:25+01:00,2019-10-11 14:32:18+01:00
875,Walking,12.53882440129916,min,0.7771207820995365,km,49.904440546521165,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-11 16:11:27+01:00,2019-10-11 15:58:50+01:00,2019-10-11 16:11:22+01:00
876,Walking,12.53333333333333,min,0.0,km,49.0,kcal,MapMyFitness,19190000,2019-10-11 16:51:42+01:00,2019-10-11 16:51:21+01:00,2019-10-11 17:03:53+01:00
877,Strength,73.05078464945156,min,0.0,km,520.379581387521,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-11 18:13:41+01:00,2019-10-11 17:00:20+01:00,2019-10-11 18:13:25+01:00
878,Strength,73.05,min,0.0,km,515.0,kcal,MapMyFitness,19190000,2019-10-11 18:14:16+01:00,2019-10-11 18:13:29+01:00,2019-10-11 19:26:32+01:00
879,Walking,57.99964298208554,min,0.9162916065755998,km,107.0170731813169,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-12 13:41:24+01:00,2019-10-12 12:19:12+01:00,2019-10-12 13:41:09+01:00
880,Walking,57.98333333333333,min,0.0,km,107.0,kcal,MapMyFitness,19190000,2019-10-12 13:41:05+01:00,2019-10-12 13:40:10+01:00,2019-10-12 14:38:09+01:00
881,Running,30.23575264811516,min,3.1540384971757964,km,308.51982230451716,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-12 20:27:03+01:00,2019-10-12 19:47:20+01:00,2019-10-12 20:26:49+01:00
882,Running,30.23333333333333,min,0.0,km,310.0,kcal,MapMyFitness,19190000,2019-10-12 20:55:26+01:00,2019-10-12 20:55:00+01:00,2019-10-12 21:25:14+01:00
883,Dance,51.125910083452865,min,3.304659079867357,km,346.45129110966315,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-13 21:59:49+01:00,2019-10-13 20:48:37+01:00,2019-10-13 21:59:34+01:00
884,Other,51.11666666666667,min,0.0,km,346.0,kcal,MapMyFitness,19190000,2019-10-13 21:42:03+01:00,2019-10-13 21:41:38+01:00,2019-10-13 22:32:45+01:00
885,Dance,27.931292333205537,min,1.936142796486034,km,263.1027183133559,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-13 22:43:45+01:00,2019-10-13 21:59:57+01:00,2019-10-13 22:43:39+01:00
886,Other,27.91666666666667,min,0.0,km,263.0,kcal,MapMyFitness,19190000,2019-10-13 22:44:29+01:00,2019-10-13 22:44:04+01:00,2019-10-13 23:11:59+01:00
887,Dance,77.853325766325,min,3.882456062443787,km,531.5467911518093,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-14 00:59:05+01:00,2019-10-13 23:40:58+01:00,2019-10-14 00:58:49+01:00
888,Other,77.84999999999998,min,0.0,km,531.0,kcal,MapMyFitness,19190000,2019-10-14 01:04:35+01:00,2019-10-14 01:03:34+01:00,2019-10-14 02:21:25+01:00
889,Walking,30.50541503230731,min,0.4510086801334401,km,54.10480632879715,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-16 00:15:03+01:00,2019-10-15 21:25:56+01:00,2019-10-15 21:56:27+01:00
890,Walking,150.0,min,0.0,km,577.0,kcal,MapMyFitness,19190000,2019-10-15 21:33:45+01:00,2019-10-15 21:31:58+01:00,2019-10-16 00:01:58+01:00
891,Walking,25.58810129960378,min,1.7787325008726442,km,108.5931960348513,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-16 13:31:05+01:00,2019-10-16 13:03:12+01:00,2019-10-16 13:30:55+01:00
892,Walking,25.58333333333333,min,0.0,km,108.0,kcal,MapMyFitness,19200000,2019-10-16 13:30:55+01:00,2019-10-16 13:30:35+01:00,2019-10-16 13:56:10+01:00
893,Walking,10.416472367445632,min,0.7581760507028085,km,43.606723845369274,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-16 16:08:44+01:00,2019-10-16 15:58:14+01:00,2019-10-16 16:08:39+01:00
894,Walking,10.4,min,0.0,km,43.0,kcal,MapMyFitness,19200000,2019-10-16 16:09:23+01:00,2019-10-16 16:08:57+01:00,2019-10-16 16:19:21+01:00
895,Walking,8.913696298996607,min,0.7540334937727744,km,41.22733400746372,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-16 18:22:15+01:00,2019-10-16 18:13:16+01:00,2019-10-16 18:22:10+01:00
896,Walking,8.9,min,0.0,km,41.0,kcal,MapMyFitness,19200000,2019-10-16 18:22:35+01:00,2019-10-16 18:22:12+01:00,2019-10-16 18:31:06+01:00
897,Strength,42.583926584323244,min,0.0,km,326.75125959444335,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-16 19:07:55+01:00,2019-10-16 18:25:09+01:00,2019-10-16 19:07:48+01:00
898,Strength,42.58333333333334,min,0.0,km,326.0,kcal,MapMyFitness,19200000,2019-10-16 19:08:51+01:00,2019-10-16 19:08:13+01:00,2019-10-16 19:50:48+01:00
899,Walking,28.677257317304612,min,1.6945685961170815,km,102.7964558658976,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-17 15:06:09+01:00,2019-10-17 14:37:20+01:00,2019-10-17 15:06:01+01:00
900,Walking,28.66666666666667,min,0.0,km,100.0,kcal,MapMyFitness,19200000,2019-10-17 15:07:04+01:00,2019-10-17 15:06:42+01:00,2019-10-17 15:35:22+01:00
901,Walking,10.3054446498553,min,0.7254642387203057,km,51.203422825169056,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-17 16:12:00+01:00,2019-10-17 16:01:37+01:00,2019-10-17 16:11:55+01:00
902,Walking,10.3,min,0.0,km,51.0,kcal,MapMyFitness,19200000,2019-10-17 16:54:04+01:00,2019-10-17 16:53:37+01:00,2019-10-17 17:03:55+01:00
903,Strength,63.111950331926344,min,0.0,km,434.4053500044089,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-17 18:14:07+01:00,2019-10-17 17:10:44+01:00,2019-10-17 18:13:51+01:00
904,Strength,63.1,min,0.0,km,434.0,kcal,MapMyFitness,19200000,2019-10-17 18:14:51+01:00,2019-10-17 18:14:05+01:00,2019-10-17 19:17:11+01:00
905,Strength,20.20451571742694,min,0.0,km,98.45029149828287,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-18 12:41:57+01:00,2019-10-18 12:21:39+01:00,2019-10-18 12:41:51+01:00
906,Strength,20.2,min,0.0,km,98.0,kcal,MapMyFitness,19200000,2019-10-18 12:43:02+01:00,2019-10-18 12:42:35+01:00,2019-10-18 13:02:47+01:00
907,Running,25.076157663265857,min,2.882667832178259,km,257.5864227180999,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-18 13:09:38+01:00,2019-10-18 12:43:19+01:00,2019-10-18 13:09:30+01:00
908,Running,25.06666666666667,min,0.0,km,257.0,kcal,MapMyFitness,19200000,2019-10-18 13:11:35+01:00,2019-10-18 13:10:53+01:00,2019-10-18 13:35:57+01:00
909,Walking,8.192121233542759,min,0.7285596835935785,km,41.765104162360096,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-19 12:43:34+01:00,2019-10-19 12:35:15+01:00,2019-10-19 12:43:27+01:00
910,Walking,8.183333333333334,min,0.0,km,41.0,kcal,MapMyFitness,19200000,2019-10-19 12:44:29+01:00,2019-10-19 12:44:05+01:00,2019-10-19 12:52:16+01:00
911,Running,21.53217208782832,min,2.470843241717718,km,199.4123106805054,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-19 13:09:13+01:00,2019-10-19 12:45:42+01:00,2019-10-19 13:08:50+01:00
912,Running,20.991400500138603,min,2.2032404812680317,km,190.05025643560657,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-19 13:33:13+01:00,2019-10-19 13:08:50+01:00,2019-10-19 13:33:05+01:00
913,Walking,10.827093366781869,min,0.7958455999827709,km,52.219003337118224,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-19 13:46:26+01:00,2019-10-19 13:35:23+01:00,2019-10-19 13:46:13+01:00
914,Walking,10.98333333333333,min,0.0,km,52.0,kcal,MapMyFitness,19200000,2019-10-19 13:51:22+01:00,2019-10-19 13:51:02+01:00,2019-10-19 14:02:01+01:00
915,Running,42.51666666666667,min,0.0,km,471.0,kcal,MapMyFitness,19200000,2019-10-19 13:35:07+01:00,2019-10-19 13:34:33+01:00,2019-10-19 14:17:04+01:00
916,Walking,16.85306606690089,min,1.029673867081117,km,70.32278139395862,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-19 17:16:54+01:00,2019-10-19 16:59:57+01:00,2019-10-19 17:16:48+01:00
917,Walking,16.85,min,0.0,km,70.0,kcal,MapMyFitness,19200000,2019-10-19 19:31:31+01:00,2019-10-19 19:31:04+01:00,2019-10-19 19:47:55+01:00
918,Walking,5.269859900077184,min,0.0589585541873239,km,8.43327892269443,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-19 20:25:10+01:00,2019-10-19 20:19:48+01:00,2019-10-19 20:25:04+01:00
919,Walking,87.88108471830687,min,1.6091565448440883,km,159.31314099983118,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-20 12:18:37+01:00,2019-10-20 10:47:14+01:00,2019-10-20 12:18:14+01:00
920,Walking,87.86666666666666,min,0.0,km,328.0,kcal,MapMyFitness,19200000,2019-10-20 12:20:07+01:00,2019-10-20 12:19:43+01:00,2019-10-20 13:47:35+01:00
921,Walking,15.48078215122223,min,0.6328191885694143,km,48.40157566307725,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-20 14:12:12+01:00,2019-10-20 13:56:37+01:00,2019-10-20 14:12:06+01:00
922,Running,19.02603486180305,min,2.6206998902971734,km,212.76133536814342,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-20 19:01:42+01:00,2019-10-20 18:41:21+01:00,2019-10-20 19:01:22+01:00
923,Running,19.016666666666673,min,0.0,km,212.0,kcal,MapMyFitness,19200000,2019-10-20 19:02:16+01:00,2019-10-20 19:01:36+01:00,2019-10-20 19:20:37+01:00
924,Strength,20.69955745140711,min,0.0,km,176.60241246371967,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-20 19:24:59+01:00,2019-10-20 19:03:01+01:00,2019-10-20 19:24:54+01:00
925,Strength,20.683333333333326,min,0.0,km,215.0,kcal,MapMyFitness,19200000,2019-10-20 19:58:09+01:00,2019-10-20 19:57:25+01:00,2019-10-20 20:18:06+01:00
926,Walking,14.69132863283157,min,0.3091539683873571,km,32.80025829987351,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-21 12:52:13+01:00,2019-10-21 12:26:02+01:00,2019-10-21 12:51:57+01:00
927,Walking,14.68333333333333,min,0.0,km,32.0,kcal,MapMyFitness,19200000,2019-10-21 13:02:32+01:00,2019-10-21 13:02:14+01:00,2019-10-21 13:16:55+01:00
928,Walking,6.857719266414643,min,0.6533320139765856,km,41.916479359115634,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-21 17:14:59+01:00,2019-10-21 17:07:57+01:00,2019-10-21 17:14:49+01:00
929,Walking,6.85,min,0.0,km,54.0,kcal,MapMyFitness,19200000,2019-10-21 17:15:37+01:00,2019-10-21 17:15:04+01:00,2019-10-21 17:21:55+01:00
930,Strength,61.529932498931885,min,0.0,km,474.6890700188472,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-21 18:18:50+01:00,2019-10-21 17:17:05+01:00,2019-10-21 18:18:37+01:00
931,Strength,61.51666666666667,min,0.0,km,474.0,kcal,MapMyFitness,19200000,2019-10-21 18:19:24+01:00,2019-10-21 18:18:35+01:00,2019-10-21 19:20:06+01:00
932,Walking,14.71333486835162,min,0.6936810006058745,km,48.72051036304886,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-22 16:12:01+01:00,2019-10-22 15:57:07+01:00,2019-10-22 16:11:50+01:00
933,Walking,29.301560382048287,min,1.7764445908796618,km,130.40568484411708,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-23 13:43:01+01:00,2019-10-23 13:13:32+01:00,2019-10-23 13:42:50+01:00
934,Walking,29.3,min,0.0,km,130.0,kcal,MapMyFitness,19200000,2019-10-23 13:57:55+01:00,2019-10-23 13:57:29+01:00,2019-10-23 14:26:47+01:00
935,Walking,12.499824750423429,min,0.841079230907606,km,57.28336132563778,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-23 14:31:35+01:00,2019-10-23 14:18:58+01:00,2019-10-23 14:31:31+01:00
936,Walking,10.066101082166039,min,0.7560405812619719,km,47.61105143126008,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-23 18:02:20+01:00,2019-10-23 17:52:07+01:00,2019-10-23 18:02:11+01:00
937,Walking,12.48333333333333,min,0.0,km,57.0,kcal,MapMyFitness,19200000,2019-10-23 17:51:55+01:00,2019-10-23 17:51:35+01:00,2019-10-23 18:04:04+01:00
938,Walking,10.05,min,0.0,km,47.0,kcal,MapMyFitness,19200000,2019-10-23 18:03:13+01:00,2019-10-23 18:02:58+01:00,2019-10-23 18:13:01+01:00
939,Strength,59.27721866766612,min,0.0,km,365.7563525715331,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-23 19:04:06+01:00,2019-10-23 18:04:35+01:00,2019-10-23 19:03:51+01:00
940,Strength,59.26666666666667,min,0.0,km,365.0,kcal,MapMyFitness,19200000,2019-10-23 19:05:31+01:00,2019-10-23 19:05:03+01:00,2019-10-23 20:04:19+01:00
941,Walking,14.41927431623141,min,0.6905861683292315,km,51.01500000000015,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-24 07:37:13+01:00,2019-10-24 07:22:38+01:00,2019-10-24 07:37:03+01:00
942,Walking,14.41666666666667,min,0.0,km,51.0,kcal,MapMyFitness,19200000,2019-10-24 07:37:50+01:00,2019-10-24 07:37:24+01:00,2019-10-24 07:51:49+01:00
943,Walking,9.657308600346248,min,0.620157750665443,km,39.99704062447294,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-24 12:39:23+01:00,2019-10-24 12:29:37+01:00,2019-10-24 12:39:16+01:00
944,Walking,9.65,min,0.0,km,39.0,kcal,MapMyFitness,19200000,2019-10-24 12:58:01+01:00,2019-10-24 12:57:21+01:00,2019-10-24 13:07:00+01:00
945,Walking,12.12988209923108,min,0.7065529261184856,km,50.267048498364275,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-24 16:11:25+01:00,2019-10-24 15:59:12+01:00,2019-10-24 16:11:19+01:00
946,Walking,12.11666666666667,min,0.0,km,50.0,kcal,MapMyFitness,19200000,2019-10-24 16:11:53+01:00,2019-10-24 16:11:39+01:00,2019-10-24 16:23:46+01:00
947,Walking,7.567282567421597,min,0.7000126933686551,km,41.15750911143324,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-24 17:38:31+01:00,2019-10-24 17:30:53+01:00,2019-10-24 17:38:27+01:00
