,@workoutActivityType,@duration,@durationUnit,@totalDistance,@totalDistanceUnit,@totalEnergyBurned,@totalEnergyBurnedUnit,@sourceName,@sourceVersion,@creationDate,@startDate,@endDate
242,Running,23.35495764811834,min,2.8371220068794214,km,252.6149999999998,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-11 18:15:20+01:00,2018-06-11 17:37:53+01:00,2018-06-11 18:15:17+01:00
244,Running,20.61769921779632,min,2.70783441016404,km,231.6280000000004,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-12 18:08:12+01:00,2018-06-12 17:36:41+01:00,2018-06-12 18:08:09+01:00
246,Running,24.25921836495399,min,2.915345941070234,km,260.578,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-13 18:37:28+01:00,2018-06-13 18:06:41+01:00,2018-06-13 18:37:25+01:00
249,Running,31.63558298746745,min,3.564006559767295,km,324.3250000000008,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-17 11:09:58+01:00,2018-06-17 10:23:39+01:00,2018-06-17 11:09:55+01:00
251,Running,21.91578750610352,min,2.70679354446684,km,254.2419999999995,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-18 18:03:19+01:00,2018-06-18 17:32:12+01:00,2018-06-18 18:03:16+01:00
253,Running,19.586413645744322,min,2.513398753781105,km,231.0409999999999,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-19 17:51:40+01:00,2018-06-19 17:26:09+01:00,2018-06-19 17:51:38+01:00
254,Running,19.43772462209066,min,2.525890120013151,km,212.923,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-20 17:42:26+01:00,2018-06-20 17:11:13+01:00,2018-06-20 17:42:23+01:00
255,Running,25.1079979856809,min,2.9618681909393056,km,298.7849999999999,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-21 18:08:27+01:00,2018-06-21 17:35:17+01:00,2018-06-21 18:08:24+01:00
257,Running,33.74231401085854,min,3.8900507165833837,km,365.33000000000067,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-23 10:01:47+01:00,2018-06-23 09:14:04+01:00,2018-06-23 10:01:42+01:00
258,Running,25.986273968219763,min,3.6975344472569414,km,325.8389999999999,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-25 17:38:14+01:00,2018-06-25 17:07:32+01:00,2018-06-25 17:38:11+01:00
260,Running,22.3087720811367,min,2.971003064021002,km,254.10999999999993,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-27 17:36:38+01:00,2018-06-27 17:08:25+01:00,2018-06-27 17:36:35+01:00
263,Running,26.74432403246562,min,3.5739776649875568,km,310.6060000000003,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-29 17:54:18+01:00,2018-06-29 17:18:24+01:00,2018-06-29 17:54:15+01:00
265,Running,0.02463493347167969,min,0.0,km,0.0,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-06-30 13:51:36+01:00,2018-06-30 10:03:40+01:00,2018-06-30 10:03:42+01:00
266,Running,32.16387449900309,min,4.123883002617164,km,382.62300000000016,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-07-01 17:19:27+01:00,2018-07-01 16:37:48+01:00,2018-07-01 17:19:23+01:00
268,Running,25.139258354902267,min,3.62939064086834,km,306.4520000000005,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-07-04 17:46:57+01:00,2018-07-04 17:17:01+01:00,2018-07-04 17:46:55+01:00
274,Running,33.9875147819519,min,4.159732112280792,km,368.55399999999963,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-07-09 18:15:14+01:00,2018-07-09 17:28:48+01:00,2018-07-09 18:15:11+01:00
276,Running,27.27029711405436,min,3.673731974941213,km,317.2299999999996,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-07-10 17:56:53+01:00,2018-07-10 17:26:11+01:00,2018-07-10 17:56:51+01:00
278,Running,25.53817946513494,min,3.119441527247894,km,275.5310000000002,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-07-11 18:03:04+01:00,2018-07-11 17:28:37+01:00,2018-07-11 18:03:01+01:00
281,Running,51.90207926432291,min,6.591078144719359,km,617.5030000000007,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-07-13 19:18:10+01:00,2018-07-13 18:15:30+01:00,2018-07-13 19:18:07+01:00
284,Running,19.48174935380618,min,2.6958669374820308,km,232.5439999999998,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-07-16 20:23:52+01:00,2018-07-16 19:59:26+01:00,2018-07-16 20:23:49+01:00
286,Running,26.85837801098824,min,3.5284543176100116,km,317.1340000000013,kcal,@DivyeshBC Watch 2.0,4.3.1,2018-07-18 18:33:39+01:00,2018-07-18 18:00:13+01:00,2018-07-18 18:33:36+01:00
287,Running,38.70997628370921,min,4.838715073757805,km,479.0150000000011,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-07-21 11:17:11+01:00,2018-07-21 10:30:59+01:00,2018-07-21 11:17:09+01:00
289,Running,28.196677116552987,min,3.706930315711768,km,306.9500000000002,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-07-24 17:58:13+01:00,2018-07-24 17:22:30+01:00,2018-07-24 17:58:11+01:00
292,Running,37.67087367971738,min,4.914533731392583,km,442.21099999999984,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-07-28 13:01:13+01:00,2018-07-28 12:10:48+01:00,2018-07-28 13:01:11+01:00
294,Running,26.481148878733322,min,3.401724211082794,km,285.7150000000006,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-07-30 18:57:37+01:00,2018-07-30 18:24:21+01:00,2018-07-30 18:57:34+01:00
297,Running,24.75815316637357,min,3.32914409760409,km,294.7360000000002,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-04 17:10:15+01:00,2018-08-04 08:16:10+01:00,2018-08-04 08:40:56+01:00
298,Running,26.27002947926521,min,3.5046076847461514,km,311.365,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-06 18:32:48+01:00,2018-08-06 17:59:44+01:00,2018-08-06 18:32:45+01:00
302,Running,45.54860716660817,min,6.13181558642257,km,471.0560000000004,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-09 18:26:11+01:00,2018-08-09 17:31:53+01:00,2018-08-09 18:26:09+01:00
304,Running,30.54468083580335,min,4.108208023593063,km,350.89799999999815,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-11 18:53:34+01:00,2018-08-11 18:17:16+01:00,2018-08-11 18:53:32+01:00
306,Running,26.983154104153307,min,3.502776462744456,km,281.1690000000002,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-14 17:44:00+01:00,2018-08-14 17:07:10+01:00,2018-08-14 17:43:58+01:00
307,Running,26.157264260451,min,3.1682725355015133,km,281.3800000000003,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-16 17:55:42+01:00,2018-08-16 17:25:29+01:00,2018-08-16 17:55:39+01:00
309,Running,40.973782505591714,min,5.190067231218796,km,465.1709999999978,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-19 09:49:20+01:00,2018-08-19 08:55:06+01:00,2018-08-19 09:49:17+01:00
310,Running,32.236497594912855,min,4.0146924805692406,km,383.65900000000016,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-21 18:24:33+01:00,2018-08-21 17:42:49+01:00,2018-08-21 18:24:31+01:00
312,Running,34.12836298743884,min,4.7370114641878756,km,409.6279999999981,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-24 18:38:10+01:00,2018-08-24 17:50:18+01:00,2018-08-24 18:38:08+01:00
314,Running,38.22589686910312,min,4.9814709256901395,km,462.81700000000137,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-26 08:14:17+01:00,2018-08-26 07:27:59+01:00,2018-08-26 08:14:13+01:00
316,Running,32.07621765534083,min,4.181190028606913,km,358.2699999999992,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-28 18:56:55+01:00,2018-08-28 18:16:24+01:00,2018-08-28 18:56:52+01:00
318,Running,16.9322839419047,min,2.33560934442468,km,192.58199999999994,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-30 19:10:25+01:00,2018-08-30 18:44:25+01:00,2018-08-30 19:10:23+01:00
319,Running,24.423040737708412,min,3.3674570302260114,km,271.2519999999998,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-08-31 19:54:29+01:00,2018-08-31 19:23:04+01:00,2018-08-31 19:54:27+01:00
321,Running,23.29962221384049,min,3.2215128360949463,km,242.18700000000018,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-03 19:13:57+01:00,2018-09-03 18:47:04+01:00,2018-09-03 19:13:55+01:00
323,Running,38.54563332994779,min,5.261717323199846,km,449.11300000000114,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-05 19:26:36+01:00,2018-09-05 18:41:14+01:00,2018-09-05 19:26:32+01:00
325,Running,42.85535310904185,min,5.7078619343223975,km,515.2170000000009,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-08 11:07:22+01:00,2018-09-08 10:12:36+01:00,2018-09-08 11:07:19+01:00
326,Running,23.260684831937162,min,3.313882589339279,km,279.19599999999997,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-10 18:59:32+01:00,2018-09-10 18:32:12+01:00,2018-09-10 18:59:30+01:00
327,Running,21.007868915796283,min,3.013335726986639,km,259.5839999999995,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-12 19:48:58+01:00,2018-09-12 19:22:29+01:00,2018-09-12 19:48:56+01:00
328,Running,28.09343781471252,min,4.128898053895217,km,341.84300000000036,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-14 06:02:28+01:00,2018-09-14 05:32:03+01:00,2018-09-14 06:02:25+01:00
330,Running,29.474017018079763,min,3.625016347323544,km,313.60000000000014,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-17 17:40:30+01:00,2018-09-17 17:08:23+01:00,2018-09-17 17:40:28+01:00
332,Running,28.82918989857038,min,4.250674949622248,km,360.33100000000036,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-20 18:36:34+01:00,2018-09-20 18:06:15+01:00,2018-09-20 18:36:32+01:00
334,Running,41.20339919726054,min,5.216186738891062,km,447.3560000000003,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-22 11:05:07+01:00,2018-09-22 10:05:39+01:00,2018-09-22 11:05:04+01:00
336,Running,42.40777699947357,min,5.9236429653158424,km,507.5419999999992,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-25 17:40:04+01:00,2018-09-25 16:54:19+01:00,2018-09-25 17:40:01+01:00
338,Running,31.756127651532488,min,3.866021216142923,km,347.28400000000016,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-28 19:01:47+01:00,2018-09-28 18:23:06+01:00,2018-09-28 19:01:42+01:00
340,Running,31.906489815314607,min,4.691693250174634,km,378.08000000000055,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-09-29 18:58:35+01:00,2018-09-29 18:25:48+01:00,2018-09-29 18:58:32+01:00
341,Running,20.14533564845721,min,2.942166616259609,km,245.7749999999998,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-10-02 19:10:07+01:00,2018-10-02 18:48:19+01:00,2018-10-02 19:10:04+01:00
348,Running,20.11780079603195,min,2.9344554772162814,km,248.8730000000002,kcal,@DivyeshBC Watch 2.0,4.3.2,2018-10-18 18:14:52+01:00,2018-10-18 17:49:04+01:00,2018-10-18 18:14:50+01:00
351,Running,18.975237180789307,min,2.128739777597031,km,184.5272560601355,kcal,@DivyeshBC Watch 2.0,5.0.1,2018-10-24 22:26:33+01:00,2018-10-24 22:07:04+01:00,2018-10-24 22:26:25+01:00
353,Running,21.0595561504364,min,3.1523718528573617,km,258.4409786016092,kcal,@DivyeshBC Watch 2.0,5.0.1,2018-10-26 19:54:37+01:00,2018-10-26 19:32:36+01:00,2018-10-26 19:54:25+01:00
354,Running,31.805613754192986,min,4.246435438789052,km,372.43903035144234,kcal,@DivyeshBC Watch 2.0,5.0.1,2018-10-29 18:54:12+01:00,2018-10-29 18:18:55+01:00,2018-10-29 18:53:52+01:00
359,Running,28.1055783867836,min,3.764907728814473,km,320.6124983192785,kcal,@DivyeshBC Watch 2.0,5.0.1,2018-11-08 12:51:20+01:00,2018-11-08 12:18:13+01:00,2018-11-08 12:51:02+01:00
361,Running,19.81179625193278,min,2.9545335706963836,km,237.2421756912907,kcal,@DivyeshBC Watch 2.0,5.0.1,2018-11-12 20:35:54+01:00,2018-11-12 20:12:47+01:00,2018-11-12 20:35:41+01:00
363,Running,22.230710250139236,min,2.833863913194611,km,256.183202510061,kcal,@DivyeshBC Watch 2.0,5.0.1,2018-11-15 18:58:23+01:00,2018-11-15 18:32:17+01:00,2018-11-15 18:58:09+01:00
364,Running,17.03664835691452,min,2.29368865704227,km,192.3784161605957,kcal,@DivyeshBC Watch 2.0,5.0.1,2018-11-23 19:53:54+01:00,2018-11-23 19:32:42+01:00,2018-11-23 19:53:43+01:00
365,Running,20.609450290600464,min,2.709078107920096,km,247.05227095351532,kcal,@DivyeshBC Watch 2.0,5.0.1,2018-11-26 21:00:02+01:00,2018-11-26 20:37:58+01:00,2018-11-26 20:59:50+01:00
368,Running,22.97639120817184,min,2.8682433361195536,km,261.4852404598863,kcal,@DivyeshBC Watch 2.0,5.1.1,2018-12-09 20:16:26+01:00,2018-12-09 19:49:59+01:00,2018-12-09 20:16:13+01:00
370,Running,24.107185117403674,min,2.877109537003021,km,243.6520764122961,kcal,@DivyeshBC Watch 2.0,5.1.1,2018-12-15 22:53:14+01:00,2018-12-15 22:27:12+01:00,2018-12-15 22:53:01+01:00
372,Running,21.11350359916687,min,3.104020865590881,km,249.31912137560818,kcal,Divyesh B’s Apple Watch,5.1.2,2018-12-24 13:54:36+01:00,2018-12-24 13:33:12+01:00,2018-12-24 13:54:19+01:00
375,Running,31.131799368063607,min,4.054094589767773,km,332.56465752268815,kcal,Divyesh B’s Apple Watch,5.1.2,2018-12-28 13:54:03+01:00,2018-12-28 13:22:41+01:00,2018-12-28 13:53:49+01:00
376,Running,25.10132998426755,min,3.4616170727774884,km,283.6286173426787,kcal,Divyesh B’s Apple Watch,5.1.2,2019-01-02 14:11:23+01:00,2019-01-02 13:45:59+01:00,2019-01-02 14:11:05+01:00
380,Running,31.84415191610654,min,5.042779985547619,km,406.03930775586434,kcal,Divyesh B’s Apple Watch,5.1.2,2019-01-07 20:25:10+01:00,2019-01-07 19:53:09+01:00,2019-01-07 20:25:00+01:00
382,Running,18.383413062493013,min,3.0375866931202435,km,249.1519977615854,kcal,Divyesh B’s Apple Watch,5.1.2,2019-01-10 20:21:34+01:00,2019-01-10 20:03:04+01:00,2019-01-10 20:21:27+01:00
387,Running,25.55436023275058,min,2.519750167765305,km,220.3210000000008,kcal,Divyesh B’s Apple Watch,5.1.2,2019-01-17 22:05:01+01:00,2019-01-17 21:39:13+01:00,2019-01-17 22:04:46+01:00
389,Running,42.264862533410394,min,4.337459296665478,km,373.48514938800565,kcal,Divyesh B’s Apple Watch,5.1.2,2019-01-19 20:00:00+01:00,2019-01-19 19:10:15+01:00,2019-01-19 19:59:40+01:00
392,Running,24.27023720145225,min,2.715664924868431,km,221.5653943471228,kcal,Divyesh B’s Apple Watch,5.1.2,2019-01-22 18:30:22+01:00,2019-01-22 18:01:15+01:00,2019-01-22 18:30:07+01:00
393,Running,35.79483504891395,min,5.020677681384608,km,413.3869999999995,kcal,Divyesh B’s Apple Watch,5.1.2,2019-01-23 19:14:30+01:00,2019-01-23 18:38:29+01:00,2019-01-23 19:14:17+01:00
397,Running,30.846643932660424,min,4.485508191404515,km,366.9026326445334,kcal,Divyesh B’s Apple Watch,5.1.3,2019-01-29 18:54:56+01:00,2019-01-29 18:23:52+01:00,2019-01-29 18:54:43+01:00
400,Running,21.38606626590093,min,2.761156695690181,km,243.06989615465167,kcal,Divyesh B’s Apple Watch,5.1.3,2019-01-31 19:32:48+01:00,2019-01-31 19:11:14+01:00,2019-01-31 19:32:37+01:00
404,Running,13.0135423998038,min,1.706247197532532,km,142.03487378583338,kcal,Divyesh B’s Apple Watch,5.1.3,2019-02-05 19:46:22+01:00,2019-02-05 19:33:08+01:00,2019-02-05 19:46:09+01:00
406,Running,40.01057494878769,min,3.370901012182119,km,303.826925596193,kcal,Divyesh B’s Apple Watch,5.1.3,2019-02-09 11:30:42+01:00,2019-02-09 10:50:22+01:00,2019-02-09 11:30:24+01:00
408,Running,16.10078296661377,min,1.7347072443126001,km,154.4644272567803,kcal,Divyesh B’s Apple Watch,5.1.3,2019-02-11 19:06:10+01:00,2019-02-11 18:49:58+01:00,2019-02-11 19:06:04+01:00
409,Running,27.69884580175082,min,3.049065083632944,km,270.361000000001,kcal,Divyesh B’s Apple Watch,5.1.3,2019-02-12 20:42:34+01:00,2019-02-12 20:14:36+01:00,2019-02-12 20:42:18+01:00
415,Running,50.03397321502368,min,6.703032176637614,km,577.8319522540228,kcal,Divyesh B’s Apple Watch,5.1.3,2019-02-24 17:50:43+01:00,2019-02-24 17:00:10+01:00,2019-02-24 17:50:12+01:00
418,Running,18.985879482825602,min,2.32051988866285,km,205.7273447983852,kcal,Divyesh B’s Apple Watch,5.1.3,2019-03-04 19:09:36+01:00,2019-03-04 18:50:25+01:00,2019-03-04 19:09:25+01:00
421,Running,19.703651215632764,min,1.8915681829952142,km,175.3880590660304,kcal,Divyesh B’s Apple Watch,5.1.3,2019-03-07 19:06:52+01:00,2019-03-07 18:47:00+01:00,2019-03-07 19:06:42+01:00
423,Running,31.888127301136645,min,3.944443889785733,km,349.76100000000054,kcal,Divyesh B’s Apple Watch,5.1.3,2019-03-12 18:11:07+01:00,2019-03-12 17:39:03+01:00,2019-03-12 18:10:56+01:00
427,Running,9.691291034221647,min,1.242156799584162,km,110.81303733065691,kcal,Divyesh B’s Apple Watch,5.1.3,2019-03-16 13:48:39+01:00,2019-03-16 13:38:53+01:00,2019-03-16 13:48:35+01:00
432,Running,20.550377549727763,min,1.766285485420376,km,174.73297824927934,kcal,Divyesh B’s Apple Watch,5.1.3,2019-03-23 19:43:50+01:00,2019-03-23 19:23:10+01:00,2019-03-23 19:43:43+01:00
435,Running,16.82309863169988,min,1.9815723966069052,km,173.5202443160181,kcal,Divyesh B’s Apple Watch,5.1.3,2019-03-27 18:55:47+01:00,2019-03-27 18:38:48+01:00,2019-03-27 18:55:37+01:00
437,Running,48.25735290050507,min,6.392354886260931,km,557.5622554718163,kcal,Divyesh B’s Apple Watch,5.1.3,2019-03-29 18:49:57+01:00,2019-03-29 18:01:05+01:00,2019-03-29 18:49:20+01:00
439,Running,32.719055233399075,min,3.114180907163794,km,288.18709768696,kcal,Divyesh B’s Apple Watch,5.1.3,2019-03-31 11:21:59+01:00,2019-03-31 10:48:55+01:00,2019-03-31 11:21:38+01:00
443,Running,42.107553249597544,min,4.9183271919603,km,419.21099999999984,kcal,Divyesh B’s Apple Watch,5.1.3,2019-04-04 19:47:22+01:00,2019-04-04 16:59:33+01:00,2019-04-04 17:41:40+01:00
445,Running,10.025473767519,min,1.394041955653243,km,126.4632197529068,kcal,Divyesh B’s Apple Watch,5.1.3,2019-04-07 12:29:14+01:00,2019-04-07 12:19:07+01:00,2019-04-07 12:29:08+01:00
446,Running,32.577735100189855,min,4.045580894151587,km,374.1333758298325,kcal,Divyesh B’s Apple Watch,5.2,2019-04-09 17:56:33+01:00,2019-04-09 17:23:46+01:00,2019-04-09 17:56:20+01:00
448,Running,32.157642734050754,min,4.616463876001304,km,389.073030599886,kcal,Divyesh B’s Apple Watch,5.2,2019-04-10 17:40:11+01:00,2019-04-10 17:07:40+01:00,2019-04-10 17:39:50+01:00
450,Running,36.78427941799164,min,5.3487294949512005,km,439.02028922251327,kcal,Divyesh B’s Apple Watch,5.2,2019-04-13 09:51:43+01:00,2019-04-13 09:14:29+01:00,2019-04-13 09:51:16+01:00
452,Running,31.83529215057691,min,3.779712857059669,km,338.5692029313753,kcal,Divyesh B’s Apple Watch,5.2,2019-04-14 12:58:20+01:00,2019-04-14 12:26:13+01:00,2019-04-14 12:58:03+01:00
453,Running,21.04753200014432,min,3.3634973819875165,km,268.1453816234749,kcal,Divyesh B’s Apple Watch,5.2,2019-04-16 17:31:44+01:00,2019-04-16 17:10:19+01:00,2019-04-16 17:31:22+01:00
456,Running,11.43211268385251,min,1.8319903957458448,km,147.578218469383,kcal,Divyesh B’s Apple Watch,5.2,2019-04-18 17:22:30+01:00,2019-04-18 17:10:55+01:00,2019-04-18 17:22:20+01:00
458,Running,20.27248034874598,min,2.6181666922194418,km,219.68033212316982,kcal,Divyesh B’s Apple Watch,5.2,2019-04-22 13:57:15+01:00,2019-04-22 13:36:41+01:00,2019-04-22 13:56:57+01:00
461,Running,29.523456283410393,min,4.454656180129037,km,377.4375458898841,kcal,Divyesh B’s Apple Watch,5.2,2019-04-25 16:45:07+01:00,2019-04-25 16:15:20+01:00,2019-04-25 16:44:51+01:00
463,Running,46.447674049933745,min,6.271833174748696,km,551.2554044964719,kcal,Divyesh B’s Apple Watch,5.2,2019-04-26 17:52:59+01:00,2019-04-26 17:06:05+01:00,2019-04-26 17:52:31+01:00
466,Running,18.53809566696485,min,2.629470196076608,km,217.0830351820114,kcal,Divyesh B’s Apple Watch,5.2,2019-04-29 17:34:41+01:00,2019-04-29 17:14:07+01:00,2019-04-29 17:34:29+01:00
469,Running,22.47977668245634,min,2.821193397729351,km,230.90442307783212,kcal,Divyesh B’s Apple Watch,5.2,2019-05-02 17:24:19+01:00,2019-05-02 17:01:02+01:00,2019-05-02 17:24:04+01:00
473,Running,31.75227539936702,min,3.242222166858148,km,287.3021231111323,kcal,Divyesh B’s Apple Watch,5.2,2019-05-06 18:29:02+01:00,2019-05-06 17:57:01+01:00,2019-05-06 18:28:46+01:00
474,Running,18.48757781585057,min,2.558382272755145,km,218.1940587370708,kcal,Divyesh B’s Apple Watch,5.2,2019-05-07 17:31:06+01:00,2019-05-07 17:12:21+01:00,2019-05-07 17:30:50+01:00
476,Running,50.02956478397051,min,6.710317689527758,km,573.1293889276134,kcal,Divyesh B’s Apple Watch,5.2,2019-05-09 17:51:08+01:00,2019-05-09 17:00:45+01:00,2019-05-09 17:50:47+01:00
477,Running,20.14820419947306,min,2.784641488237306,km,234.7293227284591,kcal,Divyesh B’s Apple Watch,5.2,2019-05-12 11:52:01+01:00,2019-05-12 11:31:40+01:00,2019-05-12 11:51:49+01:00
480,Running,20.61032331784566,min,2.7355708922813653,km,226.27812258321097,kcal,Divyesh B’s Apple Watch,5.2.1,2019-05-15 17:30:24+01:00,2019-05-15 17:09:37+01:00,2019-05-15 17:30:14+01:00
482,Running,19.19967220028241,min,2.655250480480027,km,232.8314035373146,kcal,Divyesh B’s Apple Watch,5.2.1,2019-05-16 17:38:35+01:00,2019-05-16 17:19:09+01:00,2019-05-16 17:38:21+01:00
484,Running,29.53591861724853,min,3.9484657939622414,km,334.5331048184035,kcal,Divyesh B’s Apple Watch,5.2.1,2019-05-18 11:09:19+01:00,2019-05-18 10:39:18+01:00,2019-05-18 11:08:50+01:00
486,Running,13.3935056467851,min,1.8671953438781517,km,144.7741237744789,kcal,Divyesh B’s Apple Watch,5.2.1,2019-05-20 17:25:20+01:00,2019-05-20 17:08:52+01:00,2019-05-20 17:25:10+01:00
488,Running,32.30027433435122,min,4.383960777106811,km,377.09284237052816,kcal,Divyesh B’s Apple Watch,5.2.1,2019-05-21 16:08:37+01:00,2019-05-21 15:36:07+01:00,2019-05-21 16:08:25+01:00
491,Running,22.03390241662661,min,2.6556656894347404,km,217.2893879295902,kcal,Divyesh B’s Apple Watch,5.2.1,2019-05-23 17:46:20+01:00,2019-05-23 17:24:07+01:00,2019-05-23 17:46:09+01:00
493,Running,29.987707533439004,min,4.336502689027228,km,358.061,kcal,Divyesh B’s Apple Watch,5.2.1,2019-05-25 10:25:09+01:00,2019-05-25 09:54:53+01:00,2019-05-25 10:24:52+01:00
495,Running,44.108830382426575,min,6.645522081123666,km,564.8914601445928,kcal,Divyesh B’s Apple Watch,5.2.1,2019-05-29 19:14:10+01:00,2019-05-29 18:29:30+01:00,2019-05-29 19:13:37+01:00
500,Running,30.096206299463912,min,4.252805819948786,km,347.18503788793447,kcal,Divyesh B’s Apple Watch,5.2.1,2019-06-04 17:52:48+01:00,2019-06-04 17:22:30+01:00,2019-06-04 17:52:35+01:00
502,Running,45.56886291503906,min,6.153722079345491,km,529.9994295626735,kcal,Divyesh B’s Apple Watch,5.2.1,2019-06-08 11:59:49+01:00,2019-06-08 11:13:54+01:00,2019-06-08 11:59:28+01:00
503,Running,30.05765643715858,min,4.221868680737214,km,356.40624212733917,kcal,Divyesh B’s Apple Watch,5.2.1,2019-06-10 20:42:47+01:00,2019-06-10 17:35:23+01:00,2019-06-10 18:05:26+01:00
504,Running,20.5109390159448,min,2.435343672541901,km,183.32311462830188,kcal,Divyesh B’s Apple Watch,5.2.1,2019-06-12 17:29:28+01:00,2019-06-12 17:08:46+01:00,2019-06-12 17:29:16+01:00
514,Running,28.04891664981842,min,4.215260667032562,km,338.6286557339486,kcal,Divyesh B’s Apple Watch,5.2.1,2019-06-18 17:55:43+01:00,2019-06-18 17:27:22+01:00,2019-06-18 17:55:25+01:00
521,Running,30.29404016733169,min,3.7446749877143346,km,305.9507654930776,kcal,Divyesh B’s Apple Watch,5.2.1,2019-06-24 17:45:45+01:00,2019-06-24 17:15:09+01:00,2019-06-24 17:45:27+01:00
530,Running,32.33999883333842,min,5.07944809330604,km,411.30363504308883,kcal,Divyesh B’s Apple Watch,5.2.1,2019-06-30 18:57:19+01:00,2019-06-30 18:24:30+01:00,2019-06-30 18:56:50+01:00
537,Running,5.583333333333332,min,0.7473262452480001,km,59.0,kcal,MapMyFitness,19110100,2019-07-02 17:01:50+01:00,2019-07-02 16:56:06+01:00,2019-07-02 17:01:41+01:00
538,Running,6.985118834177652,min,0.7853381783463992,km,60.95399999999999,kcal,Divyesh B’s Apple Watch,5.2.1,2019-07-02 17:02:52+01:00,2019-07-02 16:55:46+01:00,2019-07-02 17:02:45+01:00
542,Running,40.56666666666667,min,5.60515203072,km,460.0,kcal,MapMyFitness,19110100,2019-07-04 18:10:42+01:00,2019-07-04 17:29:55+01:00,2019-07-04 18:10:29+01:00
543,Running,42.33795225024223,min,5.380308312869811,km,444.9228391869165,kcal,Divyesh B’s Apple Watch,5.2.1,2019-07-04 18:12:03+01:00,2019-07-04 17:29:28+01:00,2019-07-04 18:11:48+01:00
544,Running,27.26666666666667,min,3.52742455296,km,276.0,kcal,MapMyFitness,19110100,2019-07-05 09:28:13+01:00,2019-07-05 09:00:51+01:00,2019-07-05 09:28:07+01:00
545,Running,28.99373910029729,min,3.4797162294641604,km,274.0016732986302,kcal,Divyesh B’s Apple Watch,5.2.1,2019-07-05 09:29:20+01:00,2019-07-05 09:00:02+01:00,2019-07-05 09:29:01+01:00
554,Running,4.69775194923083,min,0.6302891089126933,km,55.92323717776664,kcal,Divyesh B’s Apple Watch,5.2.1,2019-07-08 17:14:07+01:00,2019-07-08 17:09:17+01:00,2019-07-08 17:13:59+01:00
555,Running,1.427440651257833,min,0.07030652618408204,km,0.5110000406123029,kcal,MapMyFitness,19110100,2019-07-08 17:16:05+01:00,2019-07-08 17:14:36+01:00,2019-07-08 17:16:04+01:00
556,Running,40.023062952359524,min,4.22133349609375,km,347.6370399139579,kcal,MapMyFitness,19110100,2019-07-08 17:57:03+01:00,2019-07-08 17:16:56+01:00,2019-07-08 17:56:59+01:00
